,Datetime,Tweet Id,Text,Username
221,2021-11-19 12:43:16+00:00,1461676448129826818,"@Zrahnasil in gnosticism there are three sorts of people:
- hylics, who are incapable of advancing themselves spiritually or mentally
- psychics, who can mentally better themselves and progress further towards enlightenment
- pneumatics, who can both spiritually and mentally advance",endotericist
222,2021-11-19 12:41:04+00:00,1461675892531359745,"@Butchbnuuy very based, me too",endotericist
223,2021-11-19 12:40:36+00:00,1461675778895007745,@lilbrowntranner BASED,endotericist
224,2021-11-19 12:40:10+00:00,1461675669188792321,"@noumenalanxiety good morning jillyjillyjill, how are you today &lt;3",endotericist
225,2021-11-19 12:21:25+00:00,1461670947442753547,i fully expect this tweet to someday be held against me by some cabal of hylics serving the archons btw but someone's gotta be out here spreading truth,endotericist
226,2021-11-19 12:19:09+00:00,1461670377902338050,@CherryQtpie12 cuuuuute!!!,endotericist
227,2021-11-19 12:13:53+00:00,1461669054599499776,"this is unironically true. these aren't ""ways out"", they're the natural paths that the Gods laid out for our species long ago, and we have strayed. but finally, in these dark times, a small cadre of non-hylic males is rediscovering the lindy wisdom of lifting and/or taking estro- https://t.co/16qDREj6Xh",endotericist
228,2021-11-19 11:09:29+00:00,1461652844839247872,"@ebeggin1 i've known these types and honestly they're pretty boring. i'm no strict reconstructionist by any means (obviously), but they just throw historicity and textual analysis out the window",endotericist
229,2021-11-19 11:03:00+00:00,1461651213577904130,@caseymerollinon where is paint dot net on this chart,endotericist
230,2021-11-19 09:44:40+00:00,1461631501460594689,"@gaccguattari oh fuck i thought you meant ever omg, congrats on graduating tho!!",endotericist
231,2021-11-19 09:44:26+00:00,1461631443147186176,"@ava_enjoyer i can't, it's cloudy and raining here :&lt;",endotericist
232,2021-11-19 09:44:11+00:00,1461631378206846977,@Horni_Rhizo @pipebomb69 hiiiiiii,endotericist
233,2021-11-19 09:41:34+00:00,1461630722016301057,@ava_enjoyer good morning ava! how are you today ˆˆ),endotericist
234,2021-11-19 09:41:14+00:00,1461630638872690691,@gaccguattari why is it gonna be one of the last,endotericist
235,2021-11-19 09:40:47+00:00,1461630523634163717,@teerannna rt,endotericist
236,2021-11-19 09:21:13+00:00,1461625602046251009,@queerinmech ok that's fucking sick,endotericist
237,2021-11-19 09:20:53+00:00,1461625514532110341,"@dissociativity we're here, waiting. &lt;3",endotericist
238,2021-11-19 09:07:13+00:00,1461622076880523265,@queerinmech wait what what's the pathfinder tarot deck lmao,endotericist
239,2021-11-19 09:06:03+00:00,1461621784554266624,"@pr1nc3ssjanuary gn jan,, sleep well~&lt;3",endotericist
240,2021-11-19 06:33:59+00:00,1461583516395716608,@eeriemachine gm alea hru doin,endotericist
241,2021-11-19 06:17:00+00:00,1461579239937830918,https://t.co/sEZr7UJxoO,endotericist
242,2021-11-19 06:14:53+00:00,1461578710230859776,@HanashiHoshi please be okay sweetie,endotericist
243,2021-11-19 06:00:15+00:00,1461575025668988929,@dissociativity yeah,endotericist
244,2021-11-19 03:09:39+00:00,1461532091326222336,We become the masks we wear. https://t.co/GAE7WHZly2,endotericist
245,2021-11-19 02:55:56+00:00,1461528639581790216,@ketamin_k i've been wanting to study yi ching for a long time now,endotericist
246,2021-11-19 02:51:50+00:00,1461527607145480194,@KThorssen i would do some belomancy if i actually had any darts but alas,endotericist
247,2021-11-19 02:49:37+00:00,1461527049550524418,"wife wanted me to prepare her a hot caffeinated beverage
call that Y.T. makin white tea for a whitey",endotericist
248,2021-11-19 02:48:15+00:00,1461526707983175684,"i am in desperate need of some divination rn, can anybody help me, this is serious",endotericist
249,2021-11-19 02:47:18+00:00,1461526468538736640,help i cant find my rider-waite tarot deck anywhere what the heck,endotericist
250,2021-11-19 02:28:00+00:00,1461521612449075200,@bobbybobson4888 look i just call it like j see it okk,endotericist
251,2021-11-19 01:23:52+00:00,1461505472607887362,"@Mashu_Respecter attagirl, we'll form a viable cult yet~ ehe",endotericist
252,2021-11-19 01:21:03+00:00,1461504762189213697,@Mashu_Respecter yes,endotericist
253,2021-11-19 01:19:28+00:00,1461504364753801220,"@Mashu_Respecter that was me at your age, you'll make it",endotericist
254,2021-11-19 01:18:59+00:00,1461504242724704258,@rainygf looks like fitted values aka bullshit,endotericist
255,2021-11-19 01:11:28+00:00,1461502350015668227,@FOURLUNG that could be arranged sometime,endotericist
256,2021-11-19 01:07:36+00:00,1461501378824589320,@FOURLUNG i like pbr tbh,endotericist
257,2021-11-19 01:04:42+00:00,1461500649581932546,@perfectsIumbers any time mom uwu,endotericist
258,2021-11-19 01:04:07+00:00,1461500500319227905,"@perfectsIumbers you know when you hear something and go ""that's not true"" and then you hear something else and go ""THAT'S A GODDAMN LIE""

yeah",endotericist
259,2021-11-19 01:02:35+00:00,1461500113960914950,"there are three types of lies:
lies,
damn lies,
and statistics https://t.co/bbeo7k410F",endotericist
260,2021-11-19 01:00:35+00:00,1461499610774441987,@clonusmini she unironically thinks that public transit advocates want to ban all cars so don't expect nuance,endotericist
261,2021-11-19 00:59:40+00:00,1461499379521490945,@hexadecadienyl yes id love that,endotericist
262,2021-11-19 00:57:26+00:00,1461498818411720704,"catholic ex-gf: ""maybe you'll judge me for this, or maybe you'll be proud of me and still judge me""
me: ""okay?""
her: ""i started watching a transit youtuber-""
me: ""based! which one?""
her: ""the b1m. it's so fucking boring it helps me sleep""
me: ""my wife and i watch him for fun...""",endotericist
263,2021-11-19 00:46:22+00:00,1461496033641336836,@FOURLUNG @Intrepid_Feline https://t.co/JUbxBMSVp5,endotericist
264,2021-11-19 00:39:48+00:00,1461494381987315713,@FOURLUNG @Intrepid_Feline feel free to introduce us!! i'd also like to just hang out with you too XD,endotericist
265,2021-11-19 00:37:54+00:00,1461493904470016000,"@Intrepid_Feline @FOURLUNG bloodlusty bisexuality is, in fact, very cool B)",endotericist
266,2021-11-19 00:37:14+00:00,1461493737746427906,"@FOURLUNG @Intrepid_Feline i love trans women and femboys and murder, i bet yr dad and i would have lots to talk about",endotericist
267,2021-11-19 00:36:43+00:00,1461493604724080645,@FOURLUNG generally i advise transbians to marry young and refrain from giving relationship advice to others lolol,endotericist
268,2021-11-19 00:33:53+00:00,1461492891973394435,@SunkenFlower @Mashu_Respecter yeah,endotericist
269,2021-11-19 00:20:06+00:00,1461489423317495808,@pr1nc3ssjanuary https://t.co/4OnARBIJhr,endotericist
270,2021-11-19 00:20:00+00:00,1461489398248194050,@Mashu_Respecter @noumenalanxiety https://t.co/4OnARBIJhr,endotericist
271,2021-11-19 00:19:56+00:00,1461489382209167361,@fumoestradiol https://t.co/4OnARBIJhr,endotericist
272,2021-11-19 00:19:33+00:00,1461489285572411393,"@FOURLUNG i'm 25 and have done all these things at least once and honestly  it depends on the girl. in his case, i would say ""yeah don't pool finances with cis women"" is probably good advice, based on my personal experience",endotericist
273,2021-11-19 00:17:37+00:00,1461488798206808064,@SunkenFlower @Mashu_Respecter concealing income/spending/debts/etc,endotericist
274,2021-11-19 00:16:42+00:00,1461488569369825280,"@NLRG_ i havent had a pita in a while maybe i should do that

thank 4 idea",endotericist
275,2021-11-19 00:05:35+00:00,1461485771827802114,@NLRG_ horrendous but also what food do u order,endotericist
276,2021-11-19 00:05:24+00:00,1461485723291320330,@noumenalanxiety concealing spending/income/debts/etc from the other,endotericist
277,2021-11-19 00:04:52+00:00,1461485590512160768,@25000kittens or hiding income/debt etc yeah,endotericist
278,2021-11-19 00:02:35+00:00,1461485013887717381,have the cishets considered just like. Talking to one another. or something https://t.co/eMOzYWC3Wa,endotericist
279,2021-11-19 00:01:53+00:00,1461484841640161280,@JUNCTl0N n u h   &gt; : 3 c,endotericist
280,2021-11-19 00:00:51+00:00,1461484580540538885,@JUNCTl0N im seeing a Cutie,endotericist
281,2021-11-18 23:58:59+00:00,1461484109729918976,"@OpalResplendent @junestrings you are also very welcome to come over at any time, altho i know material circumstances make this a bit hard. do we have each other on discord? let's work something out~",endotericist
282,2021-11-18 23:58:26+00:00,1461483972500676611,@JUNCTl0N i mean... just look.... yr twitter name is literally supreme sprinkledog lololol,endotericist
283,2021-11-18 23:57:26+00:00,1461483719869353987,@CorioIanus_ i am being honest,endotericist
284,2021-11-18 23:56:27+00:00,1461483471562412033,"@junestrings yes, let's!! add me up on discord bitch (check ur DMs)",endotericist
285,2021-11-18 23:55:14+00:00,1461483165873147906,@JUNCTl0N have you LOOKED in the mirror my dude,endotericist
286,2021-11-18 23:52:01+00:00,1461482357895012356,"@no_organs_here -First impression: fellow gear ganger
-Current impression: good girl. needs a hug. needs to figure out what she's gonna do.
-your nickname in my head: clover
-Closeness (1-5): 2
-Do I like you: yes
-Should you post this also: yes",endotericist
287,2021-11-18 23:51:29+00:00,1461482221039075328,"@Kali_K_priv -First impression: silly lil cringe capitalism enjoyer
-Current impression: based tranner fren
-your nickname in my head: kali
-Closeness (1-5): 1
-Do I like you: yes
-Should you post this also: yes",endotericist
288,2021-11-18 23:45:56+00:00,1461480825552203781,"@bobbybobson4888 -First impression: plural tranner, neat
-Current impression: cool fren that i like
-your nickname in my head: ezrajune1488
-Closeness (1-5): 2
-Do I like you: yes
-Should you post this also: yes",endotericist
289,2021-11-18 23:43:43+00:00,1461480265776128004,"@hexadecadienyl -First impression: fren of a fren i like
-Current impression: very very sweet and good girl whom i like to hug
-your nickname in my head: other emily
-Closeness (1-5): 3
-Do I like you: a bunch yeah
-Should you post this also: sure",endotericist
290,2021-11-18 23:42:42+00:00,1461480013832679427,"@CorioIanus_ -First impression: interesting shakespeare reference. annoying to see them always around but 🔒ed
-Current: i literally follow u just so i dont miss out on lizzy's convos w/u
-nickname in my head: coriolanus
-Closeness (1-5): 1
-Do I like you: sure
-Should you post this also: idc",endotericist
291,2021-11-18 23:40:23+00:00,1461479430203666436,"@a_dead_opossum -First impression: based lewis carroll syndrome enjoyer
-Current impression: we haven't interacted at all in 5ever
-your nickname in my head: mabel
-Closeness (1-5): 1
-Do I like you: yes
-Should you post this also: yes",endotericist
292,2021-11-18 23:39:40+00:00,1461479247566938112,"@youjosekuhara -First impression: metamour? poggers!
-Current impression: sweet and phenomenal to hug pls come over again soon
-your nickname in my head: Power Word: Real Name
-Closeness (1-5): 3
-Do I like you: i have crushed on you in the past so like yes lol
-Should you post this also: yes",endotericist
293,2021-11-18 23:38:43+00:00,1461479007581401088,"@scrmshw -First impression: in my same social circles, interesting
-Current impression: very thoughtful person w/good aesthetics. surprised you still follow me ngl
-your nickname in my head: scrimshaw
-Closeness (1-5): 2
-Do I like you: yes
-Should you post this also: sure why not",endotericist
294,2021-11-18 23:37:43+00:00,1461478756497780744,@screenclutter ngl i have no idea who you are,endotericist
295,2021-11-18 23:37:01+00:00,1461478581595369474,@DiamondCrouping ngl i have no idea who you are,endotericist
296,2021-11-18 23:36:43+00:00,1461478504571101192,"@ava_enjoyer -First impression: based antibaiting
-Current impression: good girl, basically my casual kouhai
-your nickname in my head: ava
-Closeness (1-5): 2½~3
-Do I like you: yes
-Should you post this also: yes",endotericist
297,2021-11-18 23:35:41+00:00,1461478246227210240,"@vera_tremor -First impression: ohey, similar gender experiences, neat
-Current impression: needs a hug
-your nickname in my head: vera
-Closeness (1-5): 1½
-Do I like you: yes, a bunch
-Should you post this also: idk",endotericist
298,2021-11-18 23:35:01+00:00,1461478077574234115,"@NionyoI -First impression: oh a priv acc that follows me, better send a follow request
-Current impression: i should probably e-stalk them to figure out what their deal is
-your nickname in my head: n/a
-Closeness (1-5): 0
-Do I like you: idk
-Should you post this also: idk",endotericist
299,2021-11-18 23:34:24+00:00,1461477923173515266,@feylambent im gonna be entirely honest i literally have no idea who you are,endotericist
300,2021-11-18 23:34:05+00:00,1461477844568002561,"@EchoOfARose -First impression: positively predisposed due to mutual frens
-Current impression: sweet fren who i want to give hugs, headpats, and emotional support
-your nickname in my head: chiara/cherra
-Closeness (1-5): 1
-Do I like you: yes
-Should you post this also: yes",endotericist
